feature,model_vars,default
bank_txn_category_global_income_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_global_income_share_14d,model_vars_category,-1000000
bank_txn_category_global_income_share_168d,model_vars_category,-1000000
bank_txn_category_global_income_share_182d,model_vars_category,-1000000
bank_txn_category_global_income_share_28d,model_vars_category,-1000000
bank_txn_category_global_income_share_56d,model_vars_category,-1000000
bank_txn_category_global_income_share_7d,model_vars_category,-1000000
bank_txn_category_global_income_share_84d,model_vars_category,-1000000
bank_txn_category_global_saving_rate_14d,model_vars_category,-1000000
bank_txn_category_global_saving_rate_168d,model_vars_category,-1000000
bank_txn_category_global_saving_rate_182d,model_vars_category,-1000000
bank_txn_category_global_saving_rate_28d,model_vars_category,-1000000
bank_txn_category_global_saving_rate_56d,model_vars_category,-1000000
bank_txn_category_global_saving_rate_7d,model_vars_category,-1000000
bank_txn_category_global_saving_rate_84d,model_vars_category,-1000000
bank_txn_category_groceries_amt_14d,model_vars_category,-1000000
bank_txn_category_groceries_amt_168d,model_vars_category,-1000000
bank_txn_category_groceries_amt_182d,model_vars_category,-1000000
bank_txn_category_groceries_amt_28d,model_vars_category,-1000000
bank_txn_category_groceries_amt_56d,model_vars_category,-1000000
bank_txn_category_groceries_amt_7d,model_vars_category,-1000000
bank_txn_category_groceries_amt_84d,model_vars_category,-1000000
bank_txn_category_groceries_avg_ticket_14d,model_vars_category,-1000000
bank_txn_category_groceries_avg_ticket_168d,model_vars_category,-1000000
bank_txn_category_groceries_avg_ticket_182d,model_vars_category,-1000000
bank_txn_category_groceries_avg_ticket_28d,model_vars_category,-1000000
bank_txn_category_groceries_avg_ticket_56d,model_vars_category,-1000000
bank_txn_category_groceries_avg_ticket_7d,model_vars_category,-1000000
bank_txn_category_groceries_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_groceries_cnt_14d,model_vars_category,-1000000
bank_txn_category_groceries_cnt_168d,model_vars_category,-1000000
bank_txn_category_groceries_cnt_182d,model_vars_category,-1000000
bank_txn_category_groceries_cnt_28d,model_vars_category,-1000000
bank_txn_category_groceries_cnt_56d,model_vars_category,-1000000
bank_txn_category_groceries_cnt_7d,model_vars_category,-1000000
bank_txn_category_groceries_cnt_84d,model_vars_category,-1000000
bank_txn_category_groceries_credit_amt_14d,model_vars_category,-1000000
bank_txn_category_groceries_credit_amt_168d,model_vars_category,-1000000
bank_txn_category_groceries_credit_amt_182d,model_vars_category,-1000000
bank_txn_category_groceries_credit_amt_28d,model_vars_category,-1000000
bank_txn_category_groceries_credit_amt_56d,model_vars_category,-1000000
bank_txn_category_groceries_credit_amt_7d,model_vars_category,-1000000
bank_txn_category_groceries_credit_amt_84d,model_vars_category,-1000000
bank_txn_category_groceries_credit_cnt_14d,model_vars_category,-1000000
bank_txn_category_groceries_credit_cnt_168d,model_vars_category,-1000000
bank_txn_category_groceries_credit_cnt_182d,model_vars_category,-1000000
bank_txn_category_groceries_credit_cnt_28d,model_vars_category,-1000000
bank_txn_category_groceries_credit_cnt_56d,model_vars_category,-1000000
bank_txn_category_groceries_credit_cnt_7d,model_vars_category,-1000000
bank_txn_category_groceries_credit_cnt_84d,model_vars_category,-1000000
bank_txn_category_groceries_debit_amt_14d,model_vars_category,-1000000
bank_txn_category_groceries_debit_amt_168d,model_vars_category,-1000000
bank_txn_category_groceries_debit_amt_182d,model_vars_category,-1000000
bank_txn_category_groceries_debit_amt_28d,model_vars_category,-1000000
bank_txn_category_groceries_debit_amt_56d,model_vars_category,-1000000
bank_txn_category_groceries_debit_amt_7d,model_vars_category,-1000000
bank_txn_category_groceries_debit_amt_84d,model_vars_category,-1000000
bank_txn_category_groceries_debit_cnt_14d,model_vars_category,-1000000
bank_txn_category_groceries_debit_cnt_168d,model_vars_category,-1000000
bank_txn_category_groceries_debit_cnt_182d,model_vars_category,-1000000
bank_txn_category_groceries_debit_cnt_28d,model_vars_category,-1000000
bank_txn_category_groceries_debit_cnt_56d,model_vars_category,-1000000
bank_txn_category_groceries_debit_cnt_7d,model_vars_category,-1000000
bank_txn_category_groceries_debit_cnt_84d,model_vars_category,-1000000
bank_txn_category_groceries_share_14d,model_vars_category,-1000000
bank_txn_category_groceries_share_168d,model_vars_category,-1000000
bank_txn_category_groceries_share_182d,model_vars_category,-1000000
bank_txn_category_groceries_share_28d,model_vars_category,-1000000
bank_txn_category_groceries_share_56d,model_vars_category,-1000000
bank_txn_category_groceries_share_7d,model_vars_category,-1000000
bank_txn_category_groceries_share_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_amt_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_amt_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_amt_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_amt_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_amt_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_amt_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_amt_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_avg_ticket_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_avg_ticket_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_avg_ticket_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_avg_ticket_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_avg_ticket_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_avg_ticket_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_cnt_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_cnt_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_cnt_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_cnt_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_cnt_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_cnt_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_cnt_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_amt_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_amt_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_amt_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_amt_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_amt_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_amt_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_amt_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_cnt_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_cnt_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_cnt_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_cnt_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_cnt_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_cnt_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_credit_cnt_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_amt_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_amt_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_amt_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_amt_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_amt_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_amt_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_amt_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_cnt_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_cnt_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_cnt_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_cnt_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_cnt_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_cnt_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_debit_cnt_84d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_share_14d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_share_168d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_share_182d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_share_28d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_share_56d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_share_7d,model_vars_category,-1000000
bank_txn_category_gyms_and_other_memberships_share_84d,model_vars_category,-1000000
bank_txn_category_health_amt_14d,model_vars_category,-1000000
bank_txn_category_health_amt_168d,model_vars_category,-1000000
bank_txn_category_health_amt_182d,model_vars_category,-1000000
bank_txn_category_health_amt_28d,model_vars_category,-1000000
bank_txn_category_health_amt_56d,model_vars_category,-1000000
bank_txn_category_health_amt_7d,model_vars_category,-1000000
bank_txn_category_health_amt_84d,model_vars_category,-1000000
bank_txn_category_health_avg_ticket_14d,model_vars_category,-1000000
bank_txn_category_health_avg_ticket_168d,model_vars_category,-1000000
bank_txn_category_health_avg_ticket_182d,model_vars_category,-1000000
bank_txn_category_health_avg_ticket_28d,model_vars_category,-1000000
bank_txn_category_health_avg_ticket_56d,model_vars_category,-1000000
bank_txn_category_health_avg_ticket_7d,model_vars_category,-1000000
bank_txn_category_health_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_health_cnt_14d,model_vars_category,-1000000
bank_txn_category_health_cnt_168d,model_vars_category,-1000000
bank_txn_category_health_cnt_182d,model_vars_category,-1000000
bank_txn_category_health_cnt_28d,model_vars_category,-1000000
bank_txn_category_health_cnt_56d,model_vars_category,-1000000
bank_txn_category_health_cnt_7d,model_vars_category,-1000000
bank_txn_category_health_cnt_84d,model_vars_category,-1000000
bank_txn_category_health_credit_amt_14d,model_vars_category,-1000000
bank_txn_category_health_credit_amt_168d,model_vars_category,-1000000
bank_txn_category_health_credit_amt_182d,model_vars_category,-1000000
bank_txn_category_health_credit_amt_28d,model_vars_category,-1000000
bank_txn_category_health_credit_amt_56d,model_vars_category,-1000000
bank_txn_category_health_credit_amt_7d,model_vars_category,-1000000
bank_txn_category_health_credit_amt_84d,model_vars_category,-1000000
bank_txn_category_health_credit_cnt_14d,model_vars_category,-1000000
bank_txn_category_health_credit_cnt_168d,model_vars_category,-1000000
bank_txn_category_health_credit_cnt_182d,model_vars_category,-1000000
bank_txn_category_health_credit_cnt_28d,model_vars_category,-1000000
bank_txn_category_health_credit_cnt_56d,model_vars_category,-1000000
bank_txn_category_health_credit_cnt_7d,model_vars_category,-1000000
bank_txn_category_health_credit_cnt_84d,model_vars_category,-1000000
bank_txn_category_health_debit_amt_14d,model_vars_category,-1000000
bank_txn_category_health_debit_amt_168d,model_vars_category,-1000000
bank_txn_category_health_debit_amt_182d,model_vars_category,-1000000
bank_txn_category_health_debit_amt_28d,model_vars_category,-1000000
bank_txn_category_health_debit_amt_56d,model_vars_category,-1000000
bank_txn_category_health_debit_amt_7d,model_vars_category,-1000000
bank_txn_category_health_debit_amt_84d,model_vars_category,-1000000
bank_txn_category_health_debit_cnt_14d,model_vars_category,-1000000
bank_txn_category_health_debit_cnt_168d,model_vars_category,-1000000
bank_txn_category_health_debit_cnt_182d,model_vars_category,-1000000
bank_txn_category_health_debit_cnt_28d,model_vars_category,-1000000
bank_txn_category_health_debit_cnt_56d,model_vars_category,-1000000
bank_txn_category_health_debit_cnt_7d,model_vars_category,-1000000
bank_txn_category_health_debit_cnt_84d,model_vars_category,-1000000
bank_txn_category_health_share_14d,model_vars_category,-1000000
bank_txn_category_health_share_168d,model_vars_category,-1000000
bank_txn_category_health_share_182d,model_vars_category,-1000000
bank_txn_category_health_share_28d,model_vars_category,-1000000
bank_txn_category_health_share_56d,model_vars_category,-1000000
bank_txn_category_health_share_7d,model_vars_category,-1000000
bank_txn_category_health_share_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_amt_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_amt_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_amt_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_amt_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_amt_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_amt_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_amt_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_avg_ticket_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_avg_ticket_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_avg_ticket_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_avg_ticket_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_avg_ticket_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_avg_ticket_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_cnt_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_cnt_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_cnt_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_cnt_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_cnt_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_cnt_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_cnt_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_amt_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_amt_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_amt_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_amt_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_amt_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_amt_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_amt_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_cnt_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_cnt_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_cnt_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_cnt_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_cnt_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_cnt_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_credit_cnt_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_amt_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_amt_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_amt_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_amt_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_amt_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_amt_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_amt_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_cnt_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_cnt_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_cnt_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_cnt_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_cnt_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_cnt_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_debit_cnt_84d,model_vars_category,-1000000
bank_txn_category_home_improvement_share_14d,model_vars_category,-1000000
bank_txn_category_home_improvement_share_168d,model_vars_category,-1000000
bank_txn_category_home_improvement_share_182d,model_vars_category,-1000000
bank_txn_category_home_improvement_share_28d,model_vars_category,-1000000
bank_txn_category_home_improvement_share_56d,model_vars_category,-1000000
bank_txn_category_home_improvement_share_7d,model_vars_category,-1000000
bank_txn_category_home_improvement_share_84d,model_vars_category,-1000000
bank_txn_category_income_dom_std_14d,model_vars_category,-1000000
bank_txn_category_income_dom_std_168d,model_vars_category,-1000000
bank_txn_category_income_dom_std_182d,model_vars_category,-1000000
bank_txn_category_income_dom_std_28d,model_vars_category,-1000000
bank_txn_category_income_dom_std_56d,model_vars_category,-1000000
bank_txn_category_income_dom_std_7d,model_vars_category,-1000000
bank_txn_category_income_dom_std_84d,model_vars_category,-1000000
bank_txn_category_income_gap_mean_14d,model_vars_category,-1000000
bank_txn_category_income_gap_mean_168d,model_vars_category,-1000000
bank_txn_category_income_gap_mean_182d,model_vars_category,-1000000
bank_txn_category_income_gap_mean_28d,model_vars_category,-1000000
bank_txn_category_income_gap_mean_56d,model_vars_category,-1000000
bank_txn_category_income_gap_mean_7d,model_vars_category,-1000000
bank_txn_category_income_gap_mean_84d,model_vars_category,-1000000
bank_txn_category_income_gap_std_14d,model_vars_category,-1000000
bank_txn_category_income_gap_std_168d,model_vars_category,-1000000
bank_txn_category_income_gap_std_182d,model_vars_category,-1000000
bank_txn_category_income_gap_std_28d,model_vars_category,-1000000
bank_txn_category_income_gap_std_56d,model_vars_category,-1000000
bank_txn_category_income_gap_std_7d,model_vars_category,-1000000
bank_txn_category_income_gap_std_84d,model_vars_category,-1000000
bank_txn_category_information_amt_14d,model_vars_category,-1000000
bank_txn_category_information_amt_168d,model_vars_category,-1000000
bank_txn_category_information_amt_182d,model_vars_category,-1000000
bank_txn_category_information_amt_28d,model_vars_category,-1000000
bank_txn_category_information_amt_56d,model_vars_category,-1000000
bank_txn_category_information_amt_7d,model_vars_category,-1000000
bank_txn_category_information_amt_84d,model_vars_category,-1000000
bank_txn_category_information_avg_ticket_14d,model_vars_category,-1000000
bank_txn_category_information_avg_ticket_168d,model_vars_category,-1000000
bank_txn_category_information_avg_ticket_182d,model_vars_category,-1000000
bank_txn_category_information_avg_ticket_28d,model_vars_category,-1000000
bank_txn_category_information_avg_ticket_56d,model_vars_category,-1000000
bank_txn_category_information_avg_ticket_7d,model_vars_category,-1000000
bank_txn_category_information_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_information_cnt_14d,model_vars_category,-1000000
bank_txn_category_information_cnt_168d,model_vars_category,-1000000
bank_txn_category_information_cnt_182d,model_vars_category,-1000000
bank_txn_category_information_cnt_28d,model_vars_category,-1000000
bank_txn_category_information_cnt_56d,model_vars_category,-1000000
bank_txn_category_information_cnt_7d,model_vars_category,-1000000
bank_txn_category_information_cnt_84d,model_vars_category,-1000000
bank_txn_category_information_credit_amt_14d,model_vars_category,-1000000
bank_txn_category_information_credit_amt_168d,model_vars_category,-1000000
bank_txn_category_information_credit_amt_182d,model_vars_category,-1000000
bank_txn_category_information_credit_amt_28d,model_vars_category,-1000000
bank_txn_category_information_credit_amt_56d,model_vars_category,-1000000
bank_txn_category_information_credit_amt_7d,model_vars_category,-1000000
bank_txn_category_information_credit_amt_84d,model_vars_category,-1000000
bank_txn_category_information_credit_cnt_14d,model_vars_category,-1000000
bank_txn_category_information_credit_cnt_168d,model_vars_category,-1000000
bank_txn_category_information_credit_cnt_182d,model_vars_category,-1000000
bank_txn_category_information_credit_cnt_28d,model_vars_category,-1000000
bank_txn_category_information_credit_cnt_56d,model_vars_category,-1000000
bank_txn_category_information_credit_cnt_7d,model_vars_category,-1000000
bank_txn_category_information_credit_cnt_84d,model_vars_category,-1000000
bank_txn_category_information_debit_amt_14d,model_vars_category,-1000000
bank_txn_category_information_debit_amt_168d,model_vars_category,-1000000
bank_txn_category_information_debit_amt_182d,model_vars_category,-1000000
bank_txn_category_information_debit_amt_28d,model_vars_category,-1000000
bank_txn_category_information_debit_amt_56d,model_vars_category,-1000000
bank_txn_category_information_debit_amt_7d,model_vars_category,-1000000
bank_txn_category_information_debit_amt_84d,model_vars_category,-1000000
bank_txn_category_information_debit_cnt_14d,model_vars_category,-1000000
bank_txn_category_information_debit_cnt_168d,model_vars_category,-1000000
bank_txn_category_information_debit_cnt_182d,model_vars_category,-1000000
bank_txn_category_information_debit_cnt_28d,model_vars_category,-1000000
bank_txn_category_information_debit_cnt_56d,model_vars_category,-1000000
bank_txn_category_information_debit_cnt_7d,model_vars_category,-1000000
bank_txn_category_information_debit_cnt_84d,model_vars_category,-1000000
bank_txn_category_information_share_14d,model_vars_category,-1000000
bank_txn_category_information_share_168d,model_vars_category,-1000000
bank_txn_category_information_share_182d,model_vars_category,-1000000
bank_txn_category_information_share_28d,model_vars_category,-1000000
bank_txn_category_information_share_56d,model_vars_category,-1000000
bank_txn_category_information_share_7d,model_vars_category,-1000000
bank_txn_category_information_share_84d,model_vars_category,-1000000
bank_txn_category_insurance_amt_14d,model_vars_category,-1000000
bank_txn_category_insurance_amt_168d,model_vars_category,-1000000
bank_txn_category_insurance_amt_182d,model_vars_category,-1000000
bank_txn_category_insurance_amt_28d,model_vars_category,-1000000
bank_txn_category_insurance_amt_56d,model_vars_category,-1000000
bank_txn_category_insurance_amt_7d,model_vars_category,-1000000
bank_txn_category_insurance_amt_84d,model_vars_category,-1000000
bank_txn_category_insurance_avg_ticket_14d,model_vars_category,-1000000
bank_txn_category_insurance_avg_ticket_168d,model_vars_category,-1000000
bank_txn_category_insurance_avg_ticket_182d,model_vars_category,-1000000
bank_txn_category_insurance_avg_ticket_28d,model_vars_category,-1000000
bank_txn_category_insurance_avg_ticket_56d,model_vars_category,-1000000
bank_txn_category_insurance_avg_ticket_7d,model_vars_category,-1000000
bank_txn_category_insurance_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_insurance_cnt_14d,model_vars_category,-1000000
bank_txn_category_insurance_cnt_168d,model_vars_category,-1000000
bank_txn_category_insurance_cnt_182d,model_vars_category,-1000000
bank_txn_category_insurance_cnt_28d,model_vars_category,-1000000
bank_txn_category_insurance_cnt_56d,model_vars_category,-1000000
bank_txn_category_insurance_cnt_7d,model_vars_category,-1000000
bank_txn_category_insurance_cnt_84d,model_vars_category,-1000000
bank_txn_category_insurance_credit_amt_14d,model_vars_category,-1000000
bank_txn_category_insurance_credit_amt_168d,model_vars_category,-1000000
bank_txn_category_insurance_credit_amt_182d,model_vars_category,-1000000
bank_txn_category_insurance_credit_amt_28d,model_vars_category,-1000000
bank_txn_category_insurance_credit_amt_56d,model_vars_category,-1000000
bank_txn_category_insurance_credit_amt_7d,model_vars_category,-1000000
bank_txn_category_insurance_credit_amt_84d,model_vars_category,-1000000
bank_txn_category_insurance_credit_cnt_14d,model_vars_category,-1000000
bank_txn_category_insurance_credit_cnt_168d,model_vars_category,-1000000
bank_txn_category_insurance_credit_cnt_182d,model_vars_category,-1000000
bank_txn_category_insurance_credit_cnt_28d,model_vars_category,-1000000
bank_txn_category_insurance_credit_cnt_56d,model_vars_category,-1000000
bank_txn_category_insurance_credit_cnt_7d,model_vars_category,-1000000
bank_txn_category_insurance_credit_cnt_84d,model_vars_category,-1000000
bank_txn_category_insurance_debit_amt_14d,model_vars_category,-1000000
bank_txn_category_insurance_debit_amt_168d,model_vars_category,-1000000
bank_txn_category_insurance_debit_amt_182d,model_vars_category,-1000000
bank_txn_category_insurance_debit_amt_28d,model_vars_category,-1000000
bank_txn_category_insurance_debit_amt_56d,model_vars_category,-1000000
bank_txn_category_insurance_debit_amt_7d,model_vars_category,-1000000
bank_txn_category_insurance_debit_amt_84d,model_vars_category,-1000000
bank_txn_category_insurance_debit_cnt_14d,model_vars_category,-1000000
bank_txn_category_insurance_debit_cnt_168d,model_vars_category,-1000000
bank_txn_category_insurance_debit_cnt_182d,model_vars_category,-1000000
bank_txn_category_insurance_debit_cnt_28d,model_vars_category,-1000000
bank_txn_category_insurance_debit_cnt_56d,model_vars_category,-1000000
bank_txn_category_insurance_debit_cnt_7d,model_vars_category,-1000000
bank_txn_category_insurance_debit_cnt_84d,model_vars_category,-1000000
bank_txn_category_insurance_share_14d,model_vars_category,-1000000
bank_txn_category_insurance_share_168d,model_vars_category,-1000000
bank_txn_category_insurance_share_182d,model_vars_category,-1000000
bank_txn_category_insurance_share_28d,model_vars_category,-1000000
bank_txn_category_insurance_share_56d,model_vars_category,-1000000
bank_txn_category_insurance_share_7d,model_vars_category,-1000000
bank_txn_category_insurance_share_84d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p50_14d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p50_168d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p50_182d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p50_28d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p50_56d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p50_7d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p50_84d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p90_14d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p90_168d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p90_182d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p90_28d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p90_56d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p90_7d,model_vars_category,-1000000
bank_txn_category_inter_txn_gap_p90_84d,model_vars_category,-1000000
bank_txn_category_internal_transfer_amt_14d,model_vars_category,-1000000
bank_txn_category_internal_transfer_amt_168d,model_vars_category,-1000000
bank_txn_category_internal_transfer_amt_182d,model_vars_category,-1000000
bank_txn_category_internal_transfer_amt_28d,model_vars_category,-1000000
bank_txn_category_internal_transfer_amt_56d,model_vars_category,-1000000
bank_txn_category_internal_transfer_amt_7d,model_vars_category,-1000000
bank_txn_category_internal_transfer_amt_84d,model_vars_category,-1000000
bank_txn_category_internal_transfer_avg_ticket_14d,model_vars_category,-1000000
bank_txn_category_internal_transfer_avg_ticket_168d,model_vars_category,-1000000
bank_txn_category_internal_transfer_avg_ticket_182d,model_vars_category,-1000000
bank_txn_category_internal_transfer_avg_ticket_28d,model_vars_category,-1000000
bank_txn_category_internal_transfer_avg_ticket_56d,model_vars_category,-1000000
bank_txn_category_internal_transfer_avg_ticket_7d,model_vars_category,-1000000
bank_txn_category_internal_transfer_avg_ticket_84d,model_vars_category,-1000000
bank_txn_category_internal_transfer_cnt_14d,model_vars_category,-1000000
bank_txn_category_internal_transfer_cnt_168d,model_vars_category,-1000000
bank_txn_category_internal_transfer_cnt_182d,model_vars_category,-1000000
bank_txn_category_internal_transfer_cnt_28d,model_vars_category,-1000000
bank_txn_category_internal_transfer_cnt_56d,model_vars_category,-1000000
bank_txn_category_internal_transfer_cnt_7d,model_vars_category,-1000000
bank_txn_category_internal_transfer_cnt_84d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_amt_14d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_amt_168d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_amt_182d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_amt_28d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_amt_56d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_amt_7d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_amt_84d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_cnt_14d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_cnt_168d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_cnt_182d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_cnt_28d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_cnt_56d,model_vars_category,-1000000
bank_txn_category_internal_transfer_credit_cnt_7d,model_vars_category,-1000000
