feature,model_vars,defalut,default
bank_txn_category_gyms_and_other_memberships_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_credit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_debit_cnt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_credit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_debit_amt_168d,model_vars_category,-1000000,-999999.99999
bank_txn_category_global_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_global_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_global_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_global_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_global_credit_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_global_debit_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_credit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_debit_cnt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_entertainment_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_travel_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_groceries_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_retail_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dining_out_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_sacc_loans_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_non_sacc_loans_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_education_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_telecommunications_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_personal_care_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_subscription_tv_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_information_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gyms_and_other_memberships_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_fees_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_automotive_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_centrelink_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_transport_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_donations_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_department_stores_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_pet_care_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_overdrawn_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_collection_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_utilities_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_rent_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_debt_consolidation_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_gambling_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_dishonours_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_credit_card_repayments_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_wages_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_external_transfers_credit_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_all_other_credits_credit_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_insurance_credit_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_internal_transfer_credit_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_home_improvement_credit_amt_182d,model_vars_category,-1000000,-999999.99999
bank_txn_category_health_credit_amt_182d,model_vars_category,-1000000,-999999.99999
